	dataset	session	subject	space	type	participant_id	correlation	baseline_old	baseline_new	missing_old	missing_new
214	IBC	ses-mtt1	sub-13	fs32k	CondHalf	sub-13	1.0	0.2105655896705596	0.2105655896705596	5	5
215	IBC	ses-mtt2	sub-13	fs32k	CondHalf	sub-13	0.9999999999999999	0.22315362455073276	0.22315362455073276	7	7
216	IBC	ses-preference	sub-13	fs32k	CondHalf	sub-13	1.0	0.14442567157912328	0.14442567157912328	1	1
217	IBC	ses-rsvplanguage	sub-13	fs32k	CondHalf	sub-13	1.0	0.2173749982299381	0.2173749982299381	0	0
218	IBC	ses-spatialnavigation	sub-13	fs32k	CondHalf	sub-13	0.2713788245860724	0.11119443734496905	0.111194437344969	2	2
219	IBC	ses-tom	sub-13	fs32k	CondHalf	sub-13	1.0	0.10527578100551784	0.10527578100551784	2	2
220	IBC	ses-archi	sub-14	fs32k	CondHalf	sub-14	1.0	0.15518578064888164	0.15518578064888164	1	1
221	IBC	ses-clips4	sub-14	fs32k	CondHalf	sub-14	1.0	0.17305076033061548	0.1730507603306155	2	2
222	IBC	ses-enumeration	sub-14	fs32k	CondHalf	sub-14	1.0	0.288829121470912	0.288829121470912	4	4
223	IBC	ses-hcp1	sub-14	fs32k	CondHalf	sub-14	0.9999999999999998	0.07254990062776673	0.07254990062776673	0	0
224	IBC	ses-hcp2	sub-14	fs32k	CondHalf	sub-14	1.0	0.12242611266620017	0.12242611266620017	1	1
225	IBC	ses-lyon1	sub-14	fs32k	CondHalf	sub-14	0.8252470343555841	0.20022880812062224	0.20022880812062224	2	2
226	IBC	ses-lyon2	sub-14	fs32k	CondHalf	sub-14	0.64234305687405	0.18061265275722393	0.18061265275722393	3	3
227	IBC	ses-mathlang	sub-14	fs32k	CondHalf	sub-14	1.0	0.07020702260583468	0.07020702260583468	5	5
228	IBC	ses-mtt1	sub-14	fs32k	CondHalf	sub-14	1.0	0.23362450166988807	0.23362450166988807	3	3
229	IBC	ses-mtt2	sub-14	fs32k	CondHalf	sub-14	0.9999999999999999	0.24718753987406744	0.24718753987406744	0	0
230	IBC	ses-preference	sub-14	fs32k	CondHalf	sub-14	1.0	0.15753034893634632	0.15753034893634632	0	0
231	IBC	ses-rsvplanguage	sub-14	fs32k	CondHalf	sub-14	0.9999999999999999	0.21225486380398714	0.21225486380398714	1	1
232	IBC	ses-spatialnavigation	sub-14	fs32k	CondHalf	sub-14	0.4105451080037617	0.1405569079355515	0.1405569079355515	3	3
233	IBC	ses-tom	sub-14	fs32k	CondHalf	sub-14	1.0	0.12747781840656722	0.12747781840656722	3	3
234	IBC	ses-archi	sub-15	fs32k	CondHalf	sub-15	1.0	0.145439877954669	0.145439877954669	0	0
235	IBC	ses-clips4	sub-15	fs32k	CondHalf	sub-15	1.0	0.1537172427288421	0.15371724272884213	29	29
236	IBC	ses-enumeration	sub-15	fs32k	CondHalf	sub-15	1.0	0.2174439519282671	0.2174439519282671	54	54
237	IBC	ses-hcp1	sub-15	fs32k	CondHalf	sub-15	1.0	0.07686967774615969	0.07686967774615969	3	3
238	IBC	ses-hcp2	sub-15	fs32k	CondHalf	sub-15	0.9999999999999999	0.0900013449721872	0.0900013449721872	1	1
239	IBC	ses-lyon1	sub-15	fs32k	CondHalf	sub-15	0.826996742858953	0.20904560599075747	0.20904560599075747	0	0
240	IBC	ses-lyon2	sub-15	fs32k	CondHalf	sub-15	0.6358643953699059	0.18221690262719045	0.18221690262719042	3	3
241	IBC	ses-mathlang	sub-15	fs32k	CondHalf	sub-15	0.9999999999999999	0.07114693648618851	0.07114693648618851	8	8
242	IBC	ses-mtt1	sub-15	fs32k	CondHalf	sub-15	1.0	0.20328767939637737	0.20328767939637737	1	1
243	IBC	ses-mtt2	sub-15	fs32k	CondHalf	sub-15	1.0	0.1725147358928559	0.1725147358928559	0	0
244	IBC	ses-preference	sub-15	fs32k	CondHalf	sub-15	1.0	0.13735304684727542	0.13735304684727542	63	63
245	IBC	ses-rsvplanguage	sub-15	fs32k	CondHalf	sub-15	0.9999999999999999	0.2760323529598201	0.2760323529598201	1	1
246	IBC	ses-spatialnavigation	sub-15	fs32k	CondHalf	sub-15	0.41312103305170284	0.13318093206319884	0.1331809320631988	1	1
247	IBC	ses-tom	sub-15	fs32k	CondHalf	sub-15	0.9999999999999999	0.1245325117471982	0.1245325117471982	1	1
