sequence	scope	subject	step	status	elapsed_seconds	start_rss_mib	end_rss_mib	peak_rss_mib	peak_increase_mib	error
66	subject_step	114823	load_subject_data	ok	2.3766248300671577	952.515625	952.515625	3145.7578125	2193.2421875	
67	subject_step	114823	build_network_timecourse	ok	0.7090744040906429	952.515625	985.25390625	985.25390625	32.73828125	
68	subject_step	114823	connectivity_fingerprint	ok	5.82383942976594	985.25390625	1075.87890625	1832.76171875	847.5078125	
69	subject_step	114823	build_output_metadata	ok	0.026007449254393578	1075.87890625	1075.87890625	1075.87890625	0.0	
70	subject_step	114823	create_cifti	ok	1.397915305569768	1075.87890625	952.640625	1075.87890625	0.0	
71	subject_step	114823	save_cifti	ok	2.14008323289454	952.640625	952.640625	952.640625	0.0	
72	subject	114823	subject_total	ok	12.776210747659206	952.515625	952.640625	3145.7578125	2193.2421875	
73	subject_step	115825	load_subject_data	ok	2.3606159184128046	952.640625	952.640625	3120.1015625	2167.4609375	
74	subject_step	115825	build_network_timecourse	ok	0.7387317530810833	952.640625	985.875	985.875	33.234375	
75	subject_step	115825	connectivity_fingerprint	ok	5.066512864083052	985.875	1076.78125	1829.84375	843.96875	
76	subject_step	115825	build_output_metadata	ok	0.02093752659857273	1076.78125	1076.78125	1076.78125	0.0	
77	subject_step	115825	create_cifti	ok	1.3535232916474342	1076.78125	953.54296875	1076.78125	0.0	
78	subject_step	115825	save_cifti	ok	2.187033237889409	953.54296875	953.54296875	953.54296875	0.0	
79	subject	115825	subject_total	ok	12.077592125162482	952.640625	953.54296875	3120.1015625	2167.4609375	
80	subject_step	116726	load_subject_data	ok	2.4510062001645565	953.54296875	953.54296875	3269.24609375	2315.703125	
81	subject_step	116726	build_network_timecourse	ok	0.704038955271244	953.54296875	988.08203125	988.08203125	34.5390625	
82	subject_step	116726	connectivity_fingerprint	ok	5.489270020276308	988.08203125	1077.1953125	1832.78515625	844.703125	
83	subject_step	116726	build_output_metadata	ok	0.02065875381231308	1077.1953125	1077.1953125	1077.1953125	0.0	
84	subject_step	116726	create_cifti	ok	1.3532647788524628	1077.1953125	953.953125	1077.1953125	0.0	
85	subject_step	116726	save_cifti	ok	2.0874825213104486	953.953125	953.953125	953.953125	0.0	
86	subject	116726	subject_total	ok	12.42087465338409	953.54296875	953.953125	3269.24609375	2315.703125	
87	subject_step	117324	load_subject_data	ok	2.417955355718732	953.953125	953.953125	3128.890625	2174.9375	
88	subject_step	117324	build_network_timecourse	ok	0.7138684820383787	953.953125	986.64453125	986.64453125	32.69140625	
89	subject_step	117324	connectivity_fingerprint	ok	5.1938074212521315	986.64453125	1077.4609375	1830.5234375	843.87890625	
90	subject_step	117324	build_output_metadata	ok	0.020674603059887886	1077.4609375	1077.4609375	1077.4609375	0.0	
91	subject_step	117324	create_cifti	ok	1.3868164755403996	1077.4609375	954.22265625	1077.4609375	0.0	
92	subject_step	117324	save_cifti	ok	2.11443380266428	954.22265625	954.22265625	954.22265625	0.0	
93	subject	117324	subject_total	ok	12.095744153484702	953.953125	954.22265625	3128.890625	2174.9375	
94	subject_step	117930	load_subject_data	ok	2.4276696108281612	954.22265625	954.22265625	3257.80859375	2303.5859375	
95	subject_step	117930	build_network_timecourse	ok	0.730897206813097	954.22265625	987.1796875	987.1796875	32.95703125	
96	subject_step	117930	connectivity_fingerprint	ok	5.479537123814225	987.1796875	1077.99609375	1831.05859375	843.87890625	
97	subject_step	117930	build_output_metadata	ok	0.048375204205513	1077.99609375	1077.99609375	1077.99609375	0.0	
98	subject_step	117930	create_cifti	ok	1.3509844783693552	1077.99609375	954.7578125	1077.99609375	0.0	
99	subject_step	117930	save_cifti	ok	2.03857159987092	954.7578125	954.7578125	954.7578125	0.0	
100	subject	117930	subject_total	ok	12.290017046034336	954.22265625	954.7578125	3257.80859375	2303.5859375	
101	subject_step	118023	load_subject_data	ok	2.375359432771802	954.7578125	954.7578125	3261.953125	2307.1953125	
102	subject_step	118023	build_network_timecourse	ok	0.7425322718918324	954.7578125	987.484375	987.484375	32.7265625	
103	subject_step	118023	connectivity_fingerprint	ok	5.708447312936187	987.484375	1077.58984375	1830.80859375	843.32421875	
104	subject_step	118023	build_output_metadata	ok	0.027105174958705902	1077.58984375	1077.58984375	1077.58984375	0.0	
105	subject_step	118023	create_cifti	ok	1.494103815406561	1077.58984375	954.3515625	1077.58984375	0.0	
106	subject_step	118023	save_cifti	ok	2.274419778957963	954.3515625	954.3515625	954.3515625	0.0	
107	subject	118023	subject_total	ok	13.060671081766486	954.7578125	954.3515625	3261.953125	2307.1953125	
108	subject_step	118124	load_subject_data	ok	2.6128321439027786	954.3515625	954.3515625	3208.40234375	2254.05078125	
109	subject_step	118124	build_network_timecourse	ok	0.7104672957211733	954.3515625	987.30859375	987.30859375	32.95703125	
110	subject_step	118124	connectivity_fingerprint	ok	5.504103973507881	987.30859375	1083.72265625	1894.23046875	906.921875	
111	subject_step	118124	build_output_metadata	ok	0.02117743529379368	1083.72265625	1083.72265625	1083.72265625	0.0	
112	subject_step	118124	create_cifti	ok	1.379719316959381	1083.72265625	960.484375	1083.72265625	0.0	
113	subject_step	118124	save_cifti	ok	2.278141224756837	960.484375	960.484375	960.484375	0.0	
114	subject	118124	subject_total	ok	12.867360584437847	954.3515625	960.484375	3208.40234375	2254.05078125	
115	subject_step	118225	load_subject_data	ok	2.385206487029791	960.484375	960.484375	3270.7734375	2310.2890625	
116	subject_step	118225	build_network_timecourse	ok	0.7341508530080318	960.484375	993.22265625	993.22265625	32.73828125	
117	subject_step	118225	connectivity_fingerprint	ok	5.332609744742513	993.22265625	1077.42578125	1830.48828125	837.265625	
118	subject_step	118225	build_output_metadata	ok	0.0650661401450634	1077.42578125	1077.42578125	1077.42578125	0.0	
119	subject_step	118225	create_cifti	ok	1.361393978819251	1077.42578125	954.18359375	1077.42578125	0.0	
120	subject_step	118225	save_cifti	ok	2.1204500310122967	954.18359375	954.18359375	954.18359375	0.0	
121	subject	118225	subject_total	ok	12.284538567066193	960.484375	954.18359375	3270.7734375	2310.2890625	
122	subject_step	118528	load_subject_data	ok	2.383423775434494	954.18359375	954.18359375	3252.3515625	2298.16796875	
123	subject_step	118528	build_network_timecourse	ok	0.7315002549439669	954.18359375	986.22265625	986.22265625	32.0390625	
124	subject_step	118528	connectivity_fingerprint	ok	5.583860551938415	986.22265625	1076.65625	1829.71875	843.49609375	
125	subject_step	118528	build_output_metadata	ok	0.021281933411955833	1076.65625	1076.65625	1076.65625	0.0	
126	subject_step	118528	create_cifti	ok	1.4186304360628128	1076.65625	953.41796875	1076.65625	0.0	
127	subject_step	118528	save_cifti	ok	2.0381504632532597	953.41796875	953.41796875	953.41796875	0.0	
128	subject	118528	subject_total	ok	12.572102669626474	954.18359375	953.41796875	3252.3515625	2298.16796875	
129	subject_step	118730	load_subject_data	ok	2.3975362554192543	953.41796875	953.41796875	3132.99609375	2179.578125	
130	subject_step	118730	build_network_timecourse	ok	0.7121876459568739	953.41796875	985.62109375	985.62109375	32.203125	
131	subject_step	118730	connectivity_fingerprint	ok	5.344415137544274	985.62109375	1075.671875	1828.734375	843.11328125	
132	subject_step	118730	build_output_metadata	ok	0.05811458081007004	1075.671875	1075.671875	1075.671875	0.0	
133	subject_step	118730	create_cifti	ok	1.3508741650730371	1075.671875	952.43359375	1075.671875	0.0	
134	subject_step	118730	save_cifti	ok	2.193217370659113	952.43359375	952.43359375	952.43359375	0.0	
135	subject	118730	subject_total	ok	12.359333276748657	953.41796875	952.43359375	3132.99609375	2179.578125	
136	subject_step	118932	load_subject_data	ok	2.406639887019992	952.43359375	952.43359375	3268.13671875	2315.703125	
137	subject_step	118932	build_network_timecourse	ok	0.717627914622426	952.43359375	985.171875	985.171875	32.73828125	
138	subject_step	118932	connectivity_fingerprint	ok	6.012645501643419	985.171875	1076.7890625	1829.8515625	844.6796875	
139	subject_step	118932	build_output_metadata	ok	0.026719380170106888	1076.7890625	1076.7890625	1076.7890625	0.0	
140	subject_step	118932	create_cifti	ok	1.37644699588418	1076.7890625	953.55078125	1076.7890625	0.0	
141	subject_step	118932	save_cifti	ok	2.1354998890310526	953.55078125	953.55078125	953.55078125	0.0	
142	subject	118932	subject_total	ok	13.059586092829704	952.43359375	953.55078125	3268.13671875	2315.703125	
143	subject_step	119126	load_subject_data	ok	2.466632403433323	953.55078125	953.55078125	3203.21484375	2249.6640625	
144	subject_step	119126	build_network_timecourse	ok	0.7161394972354174	953.55078125	986.3125	986.3125	32.76171875	
145	subject_step	119126	connectivity_fingerprint	ok	5.860546289011836	986.3125	1075.90234375	1828.96484375	842.65234375	
146	subject_step	119126	build_output_metadata	ok	0.022052399814128876	1075.90234375	1075.90234375	1075.90234375	0.0	
147	subject_step	119126	create_cifti	ok	1.383139817044139	1075.90234375	952.6640625	1075.90234375	0.0	
148	subject_step	119126	save_cifti	ok	2.1210443545132875	952.6640625	952.57421875	952.6640625	0.0	
149	subject	119126	subject_total	ok	12.849473051726818	953.55078125	952.57421875	3203.21484375	2249.6640625	
150	subject_step	119732	load_subject_data	ok	2.4222320709377527	952.57421875	952.6640625	3268.3671875	2315.79296875	
151	subject_step	119732	build_network_timecourse	ok	0.7360472790896893	952.6640625	985.62109375	985.62109375	32.95703125	
152	subject_step	119732	connectivity_fingerprint	ok	5.860044836997986	985.62109375	1076.171875	1829.234375	843.61328125	
153	subject_step	119732	build_output_metadata	ok	0.023622775450348854	1076.171875	1076.171875	1076.171875	0.0	
154	subject_step	119732	create_cifti	ok	1.3530591316521168	1076.171875	952.9296875	1076.171875	0.0	
155	subject_step	119732	save_cifti	ok	2.037079092115164	952.9296875	952.9296875	952.9296875	0.0	
156	subject	119732	subject_total	ok	12.75620948895812	952.57421875	952.9296875	3268.3671875	2315.79296875	
157	subject_step	119833	load_subject_data	ok	2.3397129364311695	952.9296875	920.0078125	3033.1484375	2080.21875	
158	subject_step	119833	build_network_timecourse	ok	0.8647534232586622	920.0078125	949.88671875	949.88671875	29.87890625	
159	subject_step	119833	connectivity_fingerprint	ok	5.830969667062163	949.88671875	1042.93359375	1795.99609375	846.109375	
160	subject_step	119833	build_output_metadata	ok	0.029901884496212006	1042.93359375	1042.93359375	1042.93359375	0.0	
161	subject_step	119833	create_cifti	ok	1.4312592968344688	1042.93359375	920.36328125	1042.93359375	0.0	
162	subject_step	119833	save_cifti	ok	2.0533063523471355	920.36328125	920.12109375	920.36328125	0.0	
163	subject	119833	subject_total	ok	12.909468788653612	952.9296875	920.12109375	3033.1484375	2080.21875	
164	subject_step	120111	load_subject_data	ok	2.373769085854292	920.12109375	953.296875	3092.4765625	2172.35546875	
165	subject_step	120111	build_network_timecourse	ok	0.7008081786334515	953.296875	985.51953125	985.51953125	32.22265625	
166	subject_step	120111	connectivity_fingerprint	ok	5.229209063574672	985.51953125	1081.05078125	1863.0390625	877.51953125	
167	subject_step	120111	build_output_metadata	ok	0.022701336070895195	1081.05078125	1081.05078125	1081.05078125	0.0	
168	subject_step	120111	create_cifti	ok	1.445164930075407	1081.05078125	954.04296875	1081.05078125	0.0	
169	subject_step	120111	save_cifti	ok	2.1805197298526764	954.04296875	954.04296875	954.04296875	0.0	
170	subject	120111	subject_total	ok	12.408888921141624	920.12109375	954.04296875	3092.4765625	2172.35546875	
171	subject_step	120212	load_subject_data	ok	2.4050418063998222	954.04296875	954.04296875	3174.61328125	2220.5703125	
172	subject_step	120212	build_network_timecourse	ok	0.6978106666356325	954.04296875	987.98828125	987.98828125	33.9453125	
173	subject_step	120212	connectivity_fingerprint	ok	5.679129436612129	987.98828125	1077.2421875	1830.4609375	842.47265625	
174	subject_step	120212	build_output_metadata	ok	0.07980073429644108	1077.2421875	1077.2421875	1077.2421875	0.0	
175	subject_step	120212	create_cifti	ok	1.386679269373417	1077.2421875	954.0	1077.2421875	0.0	
176	subject_step	120212	save_cifti	ok	2.1636971533298492	954.0	954.0	954.0	0.0	
177	subject	120212	subject_total	ok	12.719665721058846	954.04296875	954.0	3174.61328125	2220.5703125	
178	subject_step	120515	load_subject_data	ok	2.380609080195427	954.0	954.0	3190.2578125	2236.2578125	
179	subject_step	120515	build_network_timecourse	ok	0.6959376558661461	954.0	986.8203125	986.8203125	32.8203125	
180	subject_step	120515	connectivity_fingerprint	ok	5.858576867729425	986.8203125	1076.07421875	1829.13671875	842.31640625	
181	subject_step	120515	build_output_metadata	ok	0.043593285605311394	1076.07421875	1076.07421875	1076.07421875	0.0	
182	subject_step	120515	create_cifti	ok	1.4409195967018604	1076.07421875	952.83203125	1076.07421875	0.0	
183	subject_step	120515	save_cifti	ok	1.9800941087305546	952.83203125	952.83203125	952.83203125	0.0	
184	subject	120515	subject_total	ok	12.653593197464943	954.0	952.83203125	3190.2578125	2236.2578125	
185	subject_step	120717	load_subject_data	ok	2.3818361684679985	952.83203125	952.83203125	3142.20703125	2189.375	
186	subject_step	120717	build_network_timecourse	ok	0.7081443648785353	952.83203125	986.51953125	986.51953125	33.6875	
187	subject_step	120717	connectivity_fingerprint	ok	5.660946687683463	986.51953125	1076.81640625	1829.87890625	843.359375	
188	subject_step	120717	build_output_metadata	ok	0.021164024248719215	1076.81640625	1076.81640625	1076.81640625	0.0	
189	subject_step	120717	create_cifti	ok	1.389653293415904	1076.81640625	953.57421875	1076.81640625	0.0	
190	subject_step	120717	save_cifti	ok	2.5840935688465834	953.57421875	953.57421875	953.57421875	0.0	
191	subject	120717	subject_total	ok	13.07793309353292	952.83203125	953.57421875	3142.20703125	2189.375	
192	subject_step	121416	load_subject_data	ok	2.7871725391596556	953.57421875	953.57421875	3192.96484375	2239.390625	
193	subject_step	121416	build_network_timecourse	ok	0.9136606752872467	953.57421875	987.1953125	987.1953125	33.62109375	
194	subject_step	121416	connectivity_fingerprint	ok	5.472502151504159	987.1953125	1077.2578125	1830.31640625	843.12109375	
195	subject_step	121416	build_output_metadata	ok	0.023933224380016327	1077.2578125	1077.2578125	1077.2578125	0.0	
196	subject_step	121416	create_cifti	ok	1.4517629873007536	1077.2578125	954.015625	1077.2578125	0.0	
197	subject_step	121416	save_cifti	ok	2.049590600654483	954.015625	954.015625	954.015625	0.0	
198	subject	121416	subject_total	ok	13.143332244828343	953.57421875	954.015625	3192.96484375	2239.390625	
199	subject_step	121618	load_subject_data	ok	2.9738261718302965	954.015625	954.015625	3205.0703125	2251.0546875	
200	subject_step	121618	build_network_timecourse	ok	0.8377597909420729	954.015625	986.359375	986.359375	32.34375	
201	subject_step	121618	connectivity_fingerprint	ok	5.9016601908952	986.359375	1083.18359375	1836.40234375	850.04296875	
202	subject_step	121618	build_output_metadata	ok	0.022817036136984825	1083.18359375	1083.18359375	1083.18359375	0.0	
203	subject_step	121618	create_cifti	ok	1.391027832403779	1083.18359375	959.9453125	1083.18359375	0.0	
204	subject_step	121618	save_cifti	ok	2.439169244840741	959.9453125	959.9453125	959.9453125	0.0	
205	subject	121618	subject_total	ok	14.079201251268387	954.015625	959.9453125	3205.0703125	2251.0546875	
206	subject_step	121921	load_subject_data	ok	2.5636220946907997	959.9453125	957.44140625	3230.34765625	2270.40234375	
207	subject_step	121921	build_network_timecourse	ok	0.7244549114257097	957.44140625	995.15625	995.15625	37.71484375	
208	subject_step	121921	connectivity_fingerprint	ok	5.524296768009663	995.15625	1078.51953125	1840.81640625	845.66015625	
209	subject_step	121921	build_output_metadata	ok	0.04046499542891979	1078.51953125	1078.51953125	1078.51953125	0.0	
210	subject_step	121921	create_cifti	ok	1.3734145760536194	1078.51953125	955.27734375	1078.51953125	0.0	
211	subject_step	121921	save_cifti	ok	2.229212135076523	955.27734375	955.27734375	955.27734375	0.0	
212	subject	121921	subject_total	ok	12.716087063774467	959.9453125	955.27734375	3230.34765625	2270.40234375	
213	subject_step	122317	load_subject_data	ok	2.490434316918254	955.27734375	955.27734375	3195.01953125	2239.7421875	
214	subject_step	122317	build_network_timecourse	ok	0.8975111488252878	955.27734375	988.234375	988.234375	32.95703125	
215	subject_step	122317	connectivity_fingerprint	ok	5.833835499361157	988.234375	1079.74609375	1832.80859375	844.57421875	
216	subject_step	122317	build_output_metadata	ok	0.020577410236001015	1079.74609375	1079.74609375	1079.74609375	0.0	
217	subject_step	122317	create_cifti	ok	1.53981289640069	1079.74609375	956.50390625	1079.74609375	0.0	
218	subject_step	122317	save_cifti	ok	2.2769120037555695	956.50390625	956.50390625	956.50390625	0.0	
219	subject	122317	subject_total	ok	13.463911386206746	955.27734375	956.50390625	3195.01953125	2239.7421875	
220	subject_step	122620	load_subject_data	ok	2.6242033783346415	956.50390625	956.50390625	3218.578125	2262.07421875	
221	subject_step	122620	build_network_timecourse	ok	0.7131219040602446	956.50390625	989.3671875	989.3671875	32.86328125	
222	subject_step	122620	connectivity_fingerprint	ok	5.302640056237578	989.3671875	1078.91796875	1831.98046875	842.61328125	
223	subject_step	122620	build_output_metadata	ok	0.022233519703149796	1078.91796875	1078.91796875	1078.91796875	0.0	
224	subject_step	122620	create_cifti	ok	1.3384540248662233	1078.91796875	955.6796875	1078.91796875	0.0	
225	subject_step	122620	save_cifti	ok	1.9743043649941683	955.6796875	955.6796875	955.6796875	0.0	
226	subject	122620	subject_total	ok	12.333748942241073	956.50390625	955.6796875	3218.578125	2262.07421875	
227	subject_step	122822	load_subject_data	ok	2.4675411209464073	955.6796875	955.6796875	3206.9296875	2251.25	
228	subject_step	122822	build_network_timecourse	ok	0.6850753035396338	955.6796875	988.41796875	988.41796875	32.73828125	
229	subject_step	122822	connectivity_fingerprint	ok	5.96496606990695	988.41796875	1079.53125	1832.59375	844.17578125	
230	subject_step	122822	build_output_metadata	ok	0.023844506591558456	1079.53125	1079.53125	1079.53125	0.0	
231	subject_step	122822	create_cifti	ok	1.4873889274895191	1079.53125	956.2890625	1079.53125	0.0	
232	subject_step	122822	save_cifti	ok	2.1172421723604202	956.2890625	956.2890625	956.2890625	0.0	
233	subject	122822	subject_total	ok	13.065576761960983	955.6796875	956.2890625	3206.9296875	2251.25	
234	subject_step	123521	load_subject_data	ok	2.373045874759555	956.2890625	956.2890625	3154.171875	2197.8828125	
235	subject_step	123521	build_network_timecourse	ok	0.7027416583150625	956.2890625	989.02734375	989.02734375	32.73828125	
236	subject_step	123521	connectivity_fingerprint	ok	5.879189783707261	989.02734375	1085.44921875	1838.66796875	849.640625	
237	subject_step	123521	build_output_metadata	ok	0.022470775991678238	1085.44921875	1085.44921875	1085.44921875	0.0	
238	subject_step	123521	create_cifti	ok	1.4180068746209145	1085.44921875	962.20703125	1085.44921875	0.0	
239	subject_step	123521	save_cifti	ok	2.1719820760190487	962.20703125	962.20703125	962.20703125	0.0	
240	subject	123521	subject_total	ok	12.900474971160293	956.2890625	962.20703125	3154.171875	2197.8828125	
241	subject_step	123824	load_subject_data	ok	2.7177944909781218	962.20703125	962.20703125	3160.8671875	2198.66015625	
242	subject_step	123824	build_network_timecourse	ok	0.857798658311367	962.20703125	995.07421875	995.07421875	32.8671875	
243	subject_step	123824	connectivity_fingerprint	ok	5.592643776908517	995.07421875	1079.31640625	1832.37890625	837.3046875	
244	subject_step	123824	build_output_metadata	ok	0.02097795158624649	1079.31640625	1079.31640625	1079.31640625	0.0	
245	subject_step	123824	create_cifti	ok	1.3513874113559723	1079.31640625	956.07421875	1079.31640625	0.0	
246	subject_step	123824	save_cifti	ok	2.039908315986395	956.07421875	956.07421875	956.07421875	0.0	
247	subject	123824	subject_total	ok	12.875044018030167	962.20703125	956.07421875	3160.8671875	2198.66015625	
248	subject_step	123925	load_subject_data	ok	2.4110850356519222	956.07421875	956.07421875	3143.38671875	2187.3125	
249	subject_step	123925	build_network_timecourse	ok	0.7120507825165987	956.07421875	988.8125	988.8125	32.73828125	
250	subject_step	123925	connectivity_fingerprint	ok	5.54466831497848	988.8125	1078.34765625	1832.38671875	843.57421875	
251	subject_step	123925	build_output_metadata	ok	0.04160253144800663	1078.34765625	1078.34765625	1078.34765625	0.0	
252	subject_step	123925	create_cifti	ok	1.451869836077094	1078.34765625	955.10546875	1078.34765625	0.0	
253	subject_step	123925	save_cifti	ok	2.106116719543934	955.10546875	955.10546875	955.10546875	0.0	
254	subject	123925	subject_total	ok	12.528768915683031	956.07421875	955.10546875	3143.38671875	2187.3125	
255	subject_step	124422	load_subject_data	ok	2.4066468439996243	955.10546875	955.10546875	3137.26171875	2182.15625	
256	subject_step	124422	build_network_timecourse	ok	0.7192204277962446	955.10546875	988.0625	988.0625	32.95703125	
257	subject_step	124422	connectivity_fingerprint	ok	5.5699236541986465	988.0625	1079.4375	1832.5	844.4375	
258	subject_step	124422	build_output_metadata	ok	0.04586528055369854	1079.4375	1079.4375	1079.4375	0.0	
259	subject_step	124422	create_cifti	ok	1.3794148080050945	1079.4375	956.1953125	1079.4375	0.0	
