sequence	scope	subject	step	status	elapsed_seconds	start_rss_mib	end_rss_mib	peak_rss_mib	peak_increase_mib	error
257	subject_step	124422	connectivity_fingerprint	ok	5.618988394737244	956.18359375	1045.91796875	1858.23046875	902.046875	
258	subject_step	124422	build_output_metadata	ok	0.028659505769610405	1045.91796875	1045.91796875	1045.91796875	0.0	
259	subject_step	124422	create_cifti	ok	1.3710147961974144	1045.91796875	928.328125	1045.91796875	0.0	
260	subject_step	124422	save_cifti	ok	2.079920656979084	928.328125	928.328125	928.328125	0.0	
261	subject	124422	subject_total	ok	15.352539621293545	928.87890625	928.328125	3156.40625	2227.52734375	
262	subject_step	124826	load_subject_data	ok	4.660867044702172	928.328125	928.328125	3143.484375	2215.15625	
263	subject_step	124826	build_network_timecourse	ok	0.9044704250991344	928.328125	955.3828125	955.3828125	27.0546875	
264	subject_step	124826	connectivity_fingerprint	ok	5.674599764868617	955.3828125	1046.25390625	1862.94921875	907.56640625	
265	subject_step	124826	build_output_metadata	ok	0.031901486217975616	1046.25390625	1046.25390625	1046.25390625	0.0	
266	subject_step	124826	create_cifti	ok	1.4126994479447603	1046.25390625	928.6640625	1046.25390625	0.0	
267	subject_step	124826	save_cifti	ok	2.098108207806945	928.6640625	928.6640625	928.6640625	0.0	
268	subject	124826	subject_total	ok	15.111945290118456	928.328125	928.6640625	3143.484375	2215.15625	
269	subject_step	125525	load_subject_data	ok	4.843273647129536	928.6640625	928.6640625	3199.765625	2271.1015625	
270	subject_step	125525	build_network_timecourse	ok	0.8999999444931746	928.6640625	958.7421875	958.7421875	30.078125	
271	subject_step	125525	connectivity_fingerprint	ok	5.40570211596787	958.7421875	1052.15625	1840.234375	881.4921875	
272	subject_step	125525	build_output_metadata	ok	0.021826650947332382	1052.15625	1052.15625	1052.15625	0.0	
273	subject_step	125525	create_cifti	ok	1.4357975274324417	1052.15625	929.02734375	1052.15625	0.0	
274	subject_step	125525	save_cifti	ok	2.1887077409774065	929.02734375	929.02734375	929.02734375	0.0	
275	subject	125525	subject_total	ok	15.168460737913847	928.6640625	929.02734375	3199.765625	2271.1015625	
276	subject_step	126325	load_subject_data	ok	4.614184737205505	929.02734375	929.02734375	3244.73046875	2315.703125	
277	subject_step	126325	build_network_timecourse	ok	0.9581761714071035	929.02734375	958.9296875	958.9296875	29.90234375	
278	subject_step	126325	connectivity_fingerprint	ok	5.125956002622843	958.9296875	1052.65625	1805.71875	846.7890625	
279	subject_step	126325	build_output_metadata	ok	0.07282351516187191	1052.65625	1052.65625	1052.65625	0.0	
280	subject_step	126325	create_cifti	ok	1.4056136086583138	1052.65625	929.52734375	1052.65625	0.0	
281	subject_step	126325	save_cifti	ok	2.031972222030163	929.52734375	929.52734375	929.52734375	0.0	
282	subject	126325	subject_total	ok	14.464063623920083	929.02734375	929.52734375	3244.73046875	2315.703125	
283	function		get_hcp_fs32k_rsfc	ok	602.5151289403439	126.640625	247.2578125	3244.73046875	3118.08984375	
