,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.20957173415757052,0.33395802769887745,0.37571704789585975,0.29191515437364446,0.24803457025318393,0.27139142758867574,0.21126256292156284,0.32583050678417363,0.30088094509446656,0.22351389104568328,0.48472078682340064,0.28029235702227295,0.2065444094854498,0.2648571352471725,0.19394178775291107,0.27829982519415586,0.2578934064667701,0.1835751662275928,0.1671299672726304,0.25073348589055466,0.2575581274548842,0.42722034319355295,0.22314595904283285,0.19787819200843662
1,0.164670997911728,0.279353242954199,0.3274744924871991,0.19904802000540403,0.1991937572783841,0.19904227537815783,0.16391849903634576,0.2547440685059465,0.23943041099709764,0.17462096958735177,0.33489392652422895,0.24121251397304033,0.16055817280978893,0.2011247858829164,0.165292306102466,0.2042526024484839,0.2128244721532357,0.14718734756845983,0.12673727398321066,0.1961430264151304,0.2150812357561392,0.3527916459942982,0.17689895183483617,0.16587002274585178
2,0.21853797265394423,0.35297431618454383,0.394460212675321,0.2943069393491898,0.26371901511782825,0.29171474404923065,0.23022423877799414,0.32673567836355755,0.3374487379692514,0.24814775587863205,0.46883683698265005,0.2924341803753072,0.2177827341514859,0.27068227102368453,0.19985232759786023,0.2872733445379291,0.2749246750227939,0.18942124525593668,0.19085080432016713,0.26551323552311545,0.2773816780989919,0.4333107128417028,0.22932313466675974,0.21006440830087522
3,0.21445561414373326,0.34002576687054675,0.38949472511302113,0.26473734885466754,0.2528540088253698,0.27543120412705985,0.22445452606190922,0.3223441865623286,0.3344429874434116,0.23759677804501902,0.4387949372507777,0.28941536033742254,0.2121994902463729,0.26407364182606713,0.19637205947129063,0.27346955187227356,0.2708505787176849,0.18277627990420542,0.18114650044765604,0.257529605156879,0.26986158009681077,0.42058191291760855,0.22506061960159937,0.20627872877762055
4,0.21341787879828333,0.3284971304689631,0.38774495977100565,0.25613586820372297,0.251148271039879,0.2679366063135198,0.22075904512843425,0.3171842553415922,0.32669075147661775,0.22827110386083121,0.42827631313501363,0.28634969835596624,0.20429310658102334,0.2547686291160277,0.1968685558962472,0.2656863186934479,0.26702084107602975,0.18000935764818599,0.1745286984878309,0.2548449552673617,0.26678579355261867,0.42311189072343297,0.22051894956738,0.2047002412610789
5,0.20969758074275155,0.32449486229164076,0.3883708908667576,0.24910506741513683,0.25271405970761307,0.2607037314964781,0.21174569115301606,0.31010759530733134,0.320275304344985,0.22421560220716688,0.4251722423074896,0.28311398244789315,0.20142013032858794,0.2513453350819856,0.19372884038831167,0.2599104058170367,0.2635743200131152,0.17670013476260515,0.1677168254128383,0.2543242950105366,0.26349517030393943,0.41914671096132333,0.21827077458519775,0.20324577908625624
6,0.20570866557822787,0.3220252660105149,0.38752068423970965,0.24200955944659724,0.26292173279344927,0.26048317673467086,0.20697133306681575,0.30586832321608043,0.3187182201042027,0.22191324027709605,0.41589034038026446,0.28390322060561135,0.19904313094815282,0.24637652259583942,0.19574030001124146,0.2552498042210017,0.26136755900403175,0.175590370159934,0.16320278033382424,0.25279456481093293,0.2616113793058948,0.42438074901527323,0.2167861120490784,0.2030977773257766
7,0.20395113514846078,0.3203682869956533,0.3891424871458877,0.23790990610027093,0.25133786563261784,0.25463139009898855,0.20450386827518768,0.3029462174800913,0.3161684454129706,0.22006178442970134,0.4124215337645415,0.2821228978680203,0.19707943754363233,0.24245870061585006,0.19551361194097974,0.25191672732581427,0.26033520420165085,0.1734279652451841,0.16366078117954663,0.25031714686870266,0.2603340715555652,0.4218977694745249,0.21726310866037163,0.2006149823092308
8,0.2016779015131977,0.3158968022433372,0.38743170744152106,0.2333885776841766,0.24938496502952356,0.25140853818858566,0.20172207903235828,0.30070755144515615,0.31429422215993913,0.21687952513439512,0.4110649426102898,0.2807357963031248,0.19443036727916044,0.240665693979358,0.19495171027105987,0.2463212868425176,0.25995317319326094,0.1704427624170519,0.16267256810944747,0.24627245600066475,0.25929581507762006,0.4206990130035718,0.2177102092743846,0.20012688311405927
9,0.20171436953223898,0.31487326180949654,0.38606263707001076,0.23115861538455776,0.24981862297034904,0.24828406446896467,0.19955307476979722,0.29861154094899267,0.3143267055197647,0.21612032810383924,0.40874068443422423,0.2793594099608325,0.19282660166896817,0.23947986045212477,0.19386099433188908,0.2465495151149302,0.25927144481152237,0.1694624510081654,0.1635020399447024,0.24225212817368064,0.2568748594726676,0.4171741913794144,0.22013143868631985,0.1984292455396681
